"synapsinR_7thA","synapsinGP_5thA","VGluT1_3rdA","VGluT1_8thA","VGluT2_2ndA","psd_8thA","GluR2_2ndA","NMDAR1_6thA","NR2B_9thA","NOS_9thA","Synpod_3rdA","GAD_6thA","VGAT_5thA","PV_1stA","gephyrin_1stA","GABARa1_4thA","GABABR1_3rdA","VGluT3_1stA","CR1_2ndA","TH_5thA","VAChT_4thA","tubulin_8thA","dapi_1stA"
882621,1303578,1114779,1803415,699187,1448680,1738794,1734179,1337261,1638991,438503,1074295,1113615,1260993,780262,1064549,1452380,1783416,1582999,1433779,755709,724745,855261
1389596,1536772,1849621,2171232,617072,1172000,1030348,1767327,1319006,1698851,462410,809957,882494,1196064,854117,1003732,1452092,1753368,1449451,1347440,778651,750150,843549
1419036,1446131,1249198,1916709,725177,1220728,1159592,1638147,1243216,1746919,508043,1000919,1057386,1036601,821308,953434,1471274,1728242,1436313,1495411,786897,683541,847043
1132620,1349290,1603659,2091394,595429,1210084,1026005,1513672,1246209,1632133,446538,793557,909738,910863,828676,1093830,1379242,1553085,1313247,1284845,820083,614200,740663
1301290,1544173,1567171,2054322,608149,1336055,1194869,1762918,1211626,1605424,400171,979999,1084887,1116663,839412,1046482,1464630,1672167,1478607,1369634,945596,879649,834528
833534,1142713,1501405,1790818,587443,1499436,1110054,1722910,1304760,1476236,538173,1153986,1061502,1041347,749161,957931,1409319,1538473,1298833,1262273,761356,1237947,746991
1031749,1343306,1606409,2142683,604325,1484807,1081145,1599057,1222368,1584215,406965,734906,852246,1107372,828360,973511,1403570,1631207,1361844,1304542,761296,813881,814205
1119129,1269752,1510432,2031469,610111,1175710,906147,1593735,1126941,1614382,438375,1026410,999504,1096061,847772,1042873,1444901,1628866,1450227,1384594,791214,1141565,800276
792048,1247750,1555594,1918338,630047,1175162,1126452,1646211,1264127,1504345,396338,763192,824770,1055514,876322,929910,1397058,1627888,1444588,1310483,734384,895747,815563
1458719,1637599,1720329,2188629,607737,1358380,957337,1707546,1190011,1602439,1003319,818772,906701,956151,793017,970493,1365223,1629856,1673624,1427645,820431,808061,800396
1449889,1450563,1608943,2282956,671580,1149766,1125193,1671759,1159844,1560439,474482,881512,923245,1060228,863312,1064549,1403736,1875923,1522012,1414789,778161,558011,823148
478069,269587,1269200,174766,443032,267745,1277751,458855,973366,1408255,416540,241131,179998,1188914,850317,254218,1036711,1680037,1052240,289965,195876,60632,831165
1309463,1433194,1629029,1885909,642304,1260461,1212251,1591810,1175165,1522433,686683,1003165,957115,1306499,833165,1066004,1488402,1702890,1589183,1399518,772797,713830,806824
1119867,1509285,2081079,2426975,776817,1668468,1764047,1805546,1273618,1655074,508152,929962,937383,1347330,876486,1012103,1543911,1807235,1555130,1493889,1332322,946671,833539
1206838,1443771,1561547,2119363,602883,1235632,1031762,1591313,1348097,1663984,565133,887808,883112,1127819,799298,944504,1419134,1757979,1458774,1396828,905511,705861,840121
745761,1342986,1365668,2093137,660599,1211393,1401385,1756056,1129615,1743058,471829,1041840,959611,1251828,803769,2119655,1398047,1688813,1578444,1409483,2062015,719588,818034
1794736,1730437,2011482,2326193,678274,1456677,1183911,1574223,1125993,1520382,560001,731222,1166044,1095251,853862,1001150,1510961,1896904,1424893,1338128,777773,707215,811312
1139943,1490139,1425527,1955273,614532,1137451,1072817,1732346,1441125,1511494,437962,941354,1027710,1041102,1013080,2303772,1424929,1760588,1574789,1407842,2198033,698542,897091
1311428,1592375,2168302,2481773,697247,1421204,1357938,1782565,1185386,1623485,430903,935454,1065403,1087277,810353,1024006,1615683,1715630,1558415,1410878,763648,786555,849921
1800128,1862871,1709191,2246981,779619,1399681,1116335,1752292,1276670,1616139,521818,775878,932863,1221865,781738,1024319,1382063,1704113,1425697,1447916,983595,852673,848484
1453142,1460016,1976214,2400610,640095,1351580,1208788,1804937,1206882,1533114,530119,932926,921680,1078514,732081,989213,1455919,1604211,1443859,1293820,741874,809852,778996
797208,1310971,1168488,1491921,617111,996511,1015678,1518007,1275154,1414231,459827,1000789,1027594,1117943,872312,958669,1357794,1659503,1342969,1245240,743542,598027,807414
1333476,1612965,1460799,1904856,628653,1344938,1144399,1704643,1329518,1735918,632780,2901678,1650296,1109281,988679,1448712,1375384,1784772,1552014,1460003,797603,890136,865594
825004,1090211,1211611,1700967,645163,1106108,1087779,1590187,1115896,1680805,396097,892378,1009043,1147486,930964,1102607,1399631,1697493,1474881,1376407,783349,821520,830572
1052034,1435885,1750541,2161509,648143,1177062,1070079,1632807,1267942,1696672,1176967,1007457,989917,1161174,850423,961519,1371992,1735258,1518656,1405879,986092,716222,844712
2002464,2437796,1574653,2336863,671063,1310484,1356537,1753083,1318081,1754802,683062,2115394,2025502,1146868,1070765,1324234,1512607,1765282,1593801,1498954,1111427,1102026,862246
1116553,1458559,1595769,2027327,631451,1229175,1059960,1769912,1239536,1740999,635468,788213,940179,1302118,849104,1109086,1482432,1799643,1604268,1405508,761508,753494,846904
1008007,1416113,1439659,1988575,611438,1232474,971285,1739927,1236700,1661876,494742,1721142,1162922,1117796,920328,1164772,1434189,1786660,1558769,1410730,886891,954347,856403
766420,1233343,1595551,2222817,623252,1239951,1062792,1704793,1189654,1717846,443554,885604,1037526,1186500,906602,1137419,1464514,1908251,1556512,1449771,869025,862577,841762
1557944,1594629,2220389,2586924,666915,1483973,1539009,1911033,1323806,1628651,414575,796139,971804,1132806,764092,1339593,1552742,1724060,1500224,1458529,740709,683961,844709
800143,1260570,1632091,2171836,788741,1275288,1115909,1791470,1244680,1624092,484018,723039,958565,1046493,732749,988512,1451636,1821657,1514619,1403924,765199,768387,854088
1533772,1558287,1765950,2127845,686857,1186707,1150923,1708526,1198694,1801433,515494,962006,976547,1052410,1015889,943586,1437532,1751607,1530692,1448406,864923,660339,853918
798641,1257889,1430041,1821841,617998,1162067,1059132,1737829,1212101,1610368,447114,899613,900354,1074565,766735,987538,1402045,1684913,1511696,1344715,725477,1119666,841441
768378,1265427,2119794,2580251,627484,1178430,1201599,2083121,1457184,1628721,425202,1237874,1445027,1244617,862816,1192836,1514948,1794935,1560014,1501312,834480,800774,864934
963204,1292393,1631061,2275811,596328,1444451,1112005,1835927,1336829,1740402,433900,974672,956724,970294,727332,986324,1404172,1628984,1442894,1383138,700696,988163,780781
712990,1341248,1137255,1789298,603481,1184359,997553,1652834,1180909,2061790,489486,1591948,1056189,1194030,1129838,1022240,1399158,1740107,1473975,1395586,759678,1293317,848234
1330492,1720040,1284143,1979196,678072,1185077,996752,1822066,1276783,1759691,718088,2537829,1711033,1262344,899717,1055820,1453933,1740335,1486016,1483950,779082,722920,851221
901265,1289251,1277169,1674439,645178,1089468,1051379,1554865,1242845,1841794,860370,1408862,1102345,989957,951045,1036864,1412212,1708931,1621909,1404029,946253,1003501,841789
682457,1238592,854291,1470851,605820,1047148,1021776,1589156,1327881,1763736,551104,1435488,1471869,1431357,990480,1122168,1356945,1765166,1503161,1465217,829561,554911,1262742
1161678,1322684,1705356,2122671,603026,1255935,1030674,1622139,1175692,1541344,457331,1070920,977613,1064001,833849,1009438,1558536,1668353,1459154,1360160,767278,912975,830725
192334,77857,546551,4974,194108,2185,366564,151398,718330,847513,149793,163067,65349,978080,1083487,253071,539042,1655269,439384,69989,207091,858,856181
810580,1355003,2037896,2518948,674446,1213524,1386533,1616070,1293193,1501721,419031,869026,894389,1125599,1023703,986276,1555374,1665806,1482450,1285958,817585,743583,844044
730040,841330,1198627,1418092,398384,883985,672551,1203267,883209,1213179,347056,499818,603480,622555,530417,684708,1049249,1056884,1021384,977607,523820,465480,511511
869568,1238180,1409550,1892794,852873,1499071,2921369,1744154,1268327,1612603,515294,758578,1011149,1007380,932923,923347,1382850,1702857,1717569,1391504,804863,685726,862103
1362419,1864872,1400465,2410850,656391,1348625,1084093,1687501,1663891,2417529,488366,3413701,2047371,1365182,839275,1065654,1484296,1771557,1689516,1530157,1054682,749928,885107
923315,1230074,1855367,2196160,625183,1338803,1029706,1562073,1540184,2207194,399022,1108108,1026949,1144309,929742,932033,1487899,1764826,1502211,1354964,794330,1418836,833851
582698,1093092,1267805,1821463,638652,1321283,1093923,1743070,1429347,1801719,451334,744892,861168,1012635,763370,1008396,1401548,1718267,1553700,1426236,759799,1315578,873695
1395602,1482403,1880556,2520950,652932,1732054,1310121,1779640,1358741,1899769,566316,888488,1069594,955461,893126,1038541,1571608,1688822,1630413,1508066,1001263,775013,843236
626047,1367522,1099800,1625092,665431,1240186,1098266,1631957,1416312,2249826,610002,2644137,1726846,1342687,872391,1111681,1412999,1752935,1475169,1429459,812989,929831,857852
1168588,1505991,2124578,2649801,628308,1494151,1126658,1864525,1733737,2654272,451314,935173,1106875,1131141,934209,1102524,1560824,1753398,1622881,1480118,766208,983416,893762
512432,1153874,1109620,1578199,641192,1274140,1202058,1593728,1611189,2375356,454367,1005295,1013981,1223813,769514,1028857,1359655,1698686,1462415,1424969,901998,1848032,853949
847283,1311048,1792396,2391639,619517,1415994,1087121,1803186,1503524,1838207,662793,750943,913514,971253,733785,985028,1409864,1737151,1489244,1427104,817217,938710,907600
1019008,1322206,1526877,2080580,960144,1339948,1224390,1727326,1344325,1950081,459772,837014,923382,1308114,784723,1057597,1468041,1830761,1572067,1481239,823898,899850,821091
1502445,1702857,2804379,3105480,693271,1848671,1585392,1954119,1803570,2827954,714529,1002210,1118469,1212287,898908,975192,1590410,1722204,1593181,1472746,820677,1067177,860162
1059231,1280925,2327013,2645428,670571,1587051,1488551,1859979,1511227,2081872,508506,854928,936226,986690,784102,1042731,1594997,1654969,1528529,1498182,793889,1129162,822937
1666530,1847933,2318809,3028334,648681,1525802,1400496,1850051,2432858,3231518,552155,1686853,1643287,1131399,931830,1139648,1616764,1784260,1556380,1519566,840404,671826,870263
930390,1256730,1928204,2494160,638977,1513486,1267001,2103919,1591694,2426623,568719,1195378,1128805,1019987,746662,1066510,1679802,1791061,1496763,1511720,793125,628742,836904
1156353,1572757,2278099,2869751,713503,1425487,1204855,1855993,1399581,2211591,548093,1528345,1089816,1136331,726024,941262,1622127,1710076,1549956,1484699,833981,689002,832309
1092110,1655841,2428336,2991969,622896,1517294,1251055,1987968,1494902,2066455,605876,1101906,1137311,1071757,885692,1120498,1530433,1718318,1809001,1479722,922330,764497,858326
1176972,1660003,2030447,2718497,691389,1192644,1066997,1867483,1403069,2677244,635110,2189087,1756225,1487749,764152,977411,1537819,1798788,1735948,1491398,811503,643654,891116
1019250,1776212,1538394,2290169,634639,1293471,1165083,2002102,2159181,3061476,508129,2080952,1742700,1245167,863447,1027329,1620468,1810561,1627035,1574636,1123398,830424,907015
2006510,2039106,3796332,4147343,703046,2009177,1872996,1791773,1631948,2581382,533287,1117331,1245546,1246810,1005420,1065678,1753284,1795362,1633023,1538196,863949,846415,879981
886440,1487769,1766652,2304320,599467,1135838,877998,1631656,1677188,2896777,999706,931967,973843,1067402,1078741,1029697,1496455,1822830,1978300,1465056,1159850,487610,883656
806748,1465651,2050084,2539264,640834,1227239,1216031,2127117,1637956,2702378,696853,1427862,1173967,1461694,750060,992724,1554904,1767064,1734033,1524263,879089,597758,914311
1523450,1701522,2520524,3196122,685169,1401625,1600435,1873875,1645602,2525007,711047,1095570,1048358,1210992,857916,1059436,1558557,1807297,1611082,1508551,829143,647965,2008739
370634,380649,538198,286548,348914,182190,555020,359294,1074424,2275513,256734,697332,629628,1642388,1007704,542969,700641,1777786,936939,414828,727244,145946,1733061
1028749,969592,1344808,831031,489601,469538,918368,1130345,1498214,2414202,677064,1065850,818283,1455411,794819,876262,1215089,1685129,1518869,795839,585462,212692,950238
1342519,1535777,2606560,2961821,625113,1574009,1118185,1646361,1447175,2174047,464011,885710,921846,1096646,760953,973652,1476243,1708860,1495694,1447389,1063114,855621,857140
849632,1197503,1550460,2045835,622451,1210037,1148580,1515590,1539535,2596182,509787,791173,930154,1089960,864791,917451,1409851,1666994,1482495,1386226,1090347,604301,855879
1186377,1373520,1631012,2270211,663122,1298767,1163406,1873516,1541753,1703149,535826,783640,1019781,952816,1010646,1157171,1476927,1627308,1561902,1378502,731700,984848,843160
1066477,1330100,1821025,2480556,601303,1448503,1108364,1765578,1469742,2056687,554285,877525,1077638,1167869,856384,1137305,1531945,1655590,1381306,1329733,802875,578012,831131
280811,196621,879288,308222,275663,170441,498893,213598,962983,1371223,208608,96960,85967,980561,762627,330201,587405,1680859,632450,127177,214339,73990,821808
1326179,1718217,2427223,2698139,640287,1466350,1435952,1675862,1410905,1652011,497569,1259660,1045094,1063597,873465,1006383,1472575,1668181,1444254,1437244,706241,996744,836064
1012556,1352104,1723850,2098489,665973,1555998,1250792,2013080,1466300,1805784,487095,826931,893472,1102784,831628,1066483,1514575,1685798,1411959,1418187,821786,1030626,861991
1529958,1690547,2484426,2767612,672126,1632861,1417646,1773666,1309506,1874331,527412,913729,1081840,1034984,907533,1160539,1583746,1712867,1513976,1825120,870044,733031,856559
1378726,1586002,1458159,2303715,732120,1708153,1514840,1624504,1337989,1664542,544188,928144,1042952,1057201,835300,929994,1392748,1672173,1450310,1405458,800582,579263,931308
490710,995275,1016194,1605079,611932,1112543,921838,1544344,1195929,1689958,679637,762516,940352,992385,725127,969329,1308337,1697412,1605426,1360972,748245,868652,850121
1103737,1653098,2699133,3140408,613602,1494806,1231041,1785749,1454188,1990621,523305,839983,901755,970547,880248,1016485,1652939,1702898,1584763,1511826,839749,1028148,865874
1308849,1514011,1990161,2625324,611842,1471378,1106674,1836795,1343414,1732214,490472,885776,1050648,1070401,731203,919795,1569044,1659590,1394513,1404736,891078,1123631,835230
1810044,1751615,2760639,3176218,626809,1732264,1399674,2092994,1613700,2505101,473665,731265,920546,958859,817739,1148064,1621713,1696001,1455118,1511064,828896,857404,845049
891987,1380986,1757033,2590948,599703,1605961,1088890,2013579,1750282,2392938,439415,979120,965368,999007,784868,959057,1426037,1722438,1582524,1552798,795095,1085062,827908
1123764,1376887,1945563,2567037,647533,1575828,1762337,2157959,1470004,1897428,467180,824304,952250,991923,933209,1006939,1629543,1727284,1494690,1441325,781925,1137921,829781
1147932,1496600,2045693,2618062,671994,1587829,1223273,1874976,1320378,1932006,701906,824528,1068977,978971,836009,1135698,1539841,1740560,1518748,1535154,796865,1131639,842879
1317954,1449139,2281990,2961709,660852,1587399,1498656,2070680,1464409,1978603,538289,935777,1092861,1059828,968847,1106735,1583525,1697946,1559129,1568728,816813,1002886,860418
873220,1470489,1348699,2084311,599246,1276559,1036084,1556680,1693695,2761969,572540,1913791,1210378,1073799,1000974,955677,1465217,1723631,1579908,1393153,753607,1468567,849568
847257,1251970,1666988,2529769,638520,1516377,1217927,1801740,1503697,1856634,1058827,812100,856397,1067850,798886,935288,1412840,1660374,1675341,1462850,1015341,2017499,829623
675048,1189850,1243621,2262696,682380,1405322,1483052,1782468,1662191,2535413,476845,878853,972432,1014891,865402,1100208,1389997,1816251,1471744,1396769,1014766,1482319,846756
908291,1157524,1331588,2137046,602808,1341604,977460,1853055,1989866,2441829,566782,826405,991221,980849,822033,951565,1529639,1819983,1602390,1412904,761293,626265,868785
1058619,1323511,2165971,2810826,617786,1554141,1147439,1832455,1346919,1696473,452234,841816,1046735,953784,777313,1050524,1421451,1677961,1439930,1428750,758100,973295,839444
907937,1340383,1757450,2292142,609865,1418085,1063615,1813928,1328582,1875308,593841,867813,917061,1113315,832438,1077563,1506340,1724099,1498934,1551452,840570,1265047,846544
804284,1412151,1524957,2362689,590408,1620548,962515,1944339,1786324,2482895,461950,696436,876536,1108257,837377,884495,1453942,1767774,1675665,1429518,794626,686282,899827
953778,1212795,1538786,2028857,603620,1092129,1207899,1701073,1617372,2560922,479550,799335,876276,943777,721851,804600,1353226,1653617,1427951,1194245,615889,981715,833930
1344819,1612842,1865852,2695240,621034,1415418,1280204,2225801,1719729,1821174,419778,1511951,1480041,1168952,742309,965040,1444732,1756036,1583467,1364063,734820,1037739,842876
